Date,Adj. Close,HC_PCT,PCT_change,Adj. Volume,label,Forecast
2004-08-19,50.32284179174975,3.7125629142373224,0.3249675032496302,44659000.0,60.597057310800885,
2004-08-20,54.32268893670621,0.7109223525066757,7.227007227007233,22834300.0,60.10052456177181,
2004-08-23,54.869376508869536,3.7294332723948553,-1.2278801011195293,18256100.0,59.31309383856409,
2004-08-24,52.597363020888004,6.417469247639931,-5.72635742538655,15247300.0,63.62640862810958,
2004-08-25,53.16411252230503,1.8867924528301754,1.1836578846888177,9188600.0,65.74294216437494,
2004-08-26,54.12206964416921,0.037067926976170465,2.8203906622200985,7094800.0,65.00065078198803,
2004-08-27,53.23934475700641,2.326895902025433,-1.8038852913968555,6211700.0,66.4952645113887,
2004-08-30,51.162935079248456,3.411430251936075,-3.10600303951367,5196700.0,67.73910412511809,
2004-08-31,51.343492442531755,1.3089772394256038,0.04886630179830727,4917800.0,69.39922877086177,
2004-09-01,50.28021019208565,2.7132169576059946,-2.385589094449865,9138200.0,68.75223155242995,
2004-09-02,50.912160963577215,0.8472071717072011,2.4422242405893893,15118600.0,69.63997192190615,
2004-09-03,50.15983861656346,1.729827017298244,-0.9311540366517873,5152400.0,69.07823790280256,
2004-09-07,50.947269339771175,0.4134672179562877,0.5643005643005604,5847500.0,67.83941377138656,
2004-09-08,51.30838406633777,0.7135874877810452,1.5485407980941073,4985600.0,68.91272698645953,
2004-09-09,51.31339954865121,0.3909686247678458,-0.18536585365852148,4061700.0,70.6681457961583,
2004-09-10,52.828075207305545,1.1677584733694295,3.8040800236522987,8698800.0,71.21984885063503,
2004-09-13,53.91643486931878,0.846511627906971,0.8159054675044759,7844100.0,72.2781156187677,
2004-09-14,55.917612312375354,0.45744012915957544,3.7695457930007588,10828900.0,74.81093418704735,
2004-09-15,56.173401910360035,1.99107142857144,1.3024602026049243,10713000.0,74.19904534480949,
2004-09-16,57.161451926104746,1.6056857067649521,1.450952465729027,9266300.0,70.46251102130786,
2004-09-17,58.926901700430356,0.0,2.683097360601287,9472500.0,74.92127479794269,
2004-09-20,59.864796893040825,1.8766756032171574,2.0607097050021235,10628700.0,86.48196153038731,
2004-09-21,59.10244358140022,2.189409368635459,-1.963394342762085,7228700.0,93.99013855358456,
2004-09-22,59.37327962632518,1.0897110998479518,0.791826309067695,7581200.0,91.18146845806656,
2004-09-23,60.597057310800885,1.4980963416652533,1.666105688320419,8535600.0,93.27292458276476,
2004-09-24,60.10052456177181,3.563381457064161,-0.9423824088616948,9123400.0,96.9492731185053,
2004-09-27,59.31309383856409,2.2154574665989917,-1.0873201739712086,7066100.0,95.61515482313423,
2004-09-28,63.62640862810958,0.4256660886016163,4.713165497317366,16929000.0,98.3184997900703,
2004-09-29,65.74294216437494,3.0057979859627713,3.5959851418635753,30516400.0,97.73670384171301,
2004-09-30,65.00065078198803,2.083333333333341,-0.2301788312458147,13758000.0,96.131749501417,
2004-10-01,66.4952645113887,1.2520742193392582,1.360856269113162,15124800.0,92.63595832895979,
2004-10-04,67.73910412511809,1.340145120687093,-0.1589355017556713,13022700.0,84.93719297785242,
2004-10-05,69.39922877086177,0.11563200115631919,2.7550868854894044,14973200.0,86.54214731814842,
2004-10-06,68.75223155242995,0.9994163991829106,-0.4285610517904901,13381400.0,84.61118662747978,
2004-10-07,69.63997192190615,0.7418077061577395,1.6769185705916911,14115000.0,84.1898861131521,
2004-10-08,69.07823790280256,1.4158135482465803,-0.7208246233691294,11069500.0,91.79335730030441,
2004-10-11,67.83941377138656,2.6615407363596493,-1.2772790307277169,10472100.0,91.28177810433505,
2004-10-12,68.91272698645953,0.15283842794761784,2.163729645326775,11665500.0,92.72122152828804,
2004-10-13,70.6681457961583,1.8807665010645715,-1.633621893325856,19766200.0,86.53963957699172,
2004-10-14,71.21984885063503,0.26760563380283503,0.6949368883845811,10442100.0,86.51706990658128,
2004-10-15,72.2781156187677,0.9645409756436188,-0.5795101759227476,13194700.0,84.02939067912249,
2004-10-18,74.81093418704735,0.026816840976132822,4.220234768026841,14036300.0,84.96227038941954,
2004-10-19,74.19904534480949,3.0147357036636646,-1.700996677740852,18109800.0,82.8056129946468,
2004-10-20,70.46251102130786,6.050252687023986,-5.03582533459511,22722600.0,84.01935971449566,
2004-10-21,74.92127479794269,0.5020752443432821,3.642544924720733,29149800.0,87.65056890941534,
2004-10-22,86.48196153038731,4.488778054862846,1.1705342212573375,73710000.0,89.97273722053112,
2004-10-25,93.99013855358456,3.75133404482388,6.3081461311549845,65462800.0,90.80530728455969,
2004-10-26,91.18146845806656,5.96259625962592,-2.4934432472150556,44569500.0,91.2717471397082,
2004-10-27,93.27292458276476,1.9089100392536609,1.8963448377888068,26686200.0,90.25861971239635,
2004-10-28,96.9492731185053,0.5638903259182579,3.5739163049884857,29663900.0,89.97775270284454,
2004-10-29,95.61515482313423,4.8835501468737,-4.1383818574948465,42282600.0,90.47930093418705,
2004-11-01,98.3184997900703,0.8366066418405436,1.3074935400516707,24425300.0,88.41793770336935,
2004-11-02,97.73670384171301,2.247652281007851,-1.9423338197554623,22669900.0,85.98041329904481,
2004-11-03,96.131749501417,5.180779464705001,-3.289772440587335,27749600.0,85.25316836359818,
2004-11-04,92.63595832895979,3.0860855441256034,-1.8857901726427941,28790300.0,86.9835097617298,
2004-11-05,84.93719297785242,7.646885149099496,-6.95054945054945,39626500.0,86.09075390994019,
2004-11-08,86.54214731814842,1.6748768472906124,0.9891138944164912,22361200.0,85.48889603232917,
2004-11-09,84.61118662747978,3.8529934795495207,-3.1016657093624467,22106200.0,89.62165345859137,
2004-11-10,84.1898861131521,2.776122959609196,-1.6464522177301113,21266700.0,90.1683410307547,
2004-11-11,91.79335730030441,0.3988635121844579,8.091188282541943,29941000.0,88.50821638501102,
2004-11-12,91.28177810433505,4.2857142857143185,-1.7437780057226033,33458700.0,90.31880550015744,
2004-11-15,92.72122152828804,1.8661762319467452,2.4494319756165446,23779100.0,92.7964537629894,
2004-11-16,86.53963957699172,4.0134457677707225,-1.0579735076552563,41792900.0,92.15948750918443,
2004-11-17,86.51706990658128,2.8985507246376945,2.058927937522155,36229500.0,93.4384354991078,
2004-11-18,84.02939067912249,4.106482034141107,-1.6784037558685498,33225900.0,94.24091266925579,
2004-11-19,84.96227038941954,0.34238488783941423,0.20111203123151405,17521000.0,96.25212107693922,
2004-11-22,82.8056129946468,2.6650514839491204,-2.075919335705815,24711600.0,96.67843707358034,
2004-11-23,84.01935971449566,1.9758834765997948,-0.23523806687906565,24801700.0,96.7486538259683,
2004-11-24,87.65056890941534,1.4019226367589903,-0.045756119881017576,30531400.0,99.10593051327804,
